repo,id,number,title,state,created_at,closed_at
langchain-ai/langgraph,2811294878,3206,Subgraph checkpointer=True causes subgraph to be skipped,closed,2025-01-26T03:21:43Z,2025-02-27T16:27:39Z
langchain-ai/langgraph,2810169663,3199,run does not change config based on assistant_id,closed,2025-01-24T18:48:00Z,2025-04-15T00:53:13Z
langchain-ai/langgraph,2807976547,3175,Missing Nodes Arrows In LangGraph Platform,open,2025-01-23T21:41:36Z,
langchain-ai/langgraph,2805364733,3153,No command in response,closed,2025-01-22T21:18:17Z,2025-01-23T03:16:11Z
langchain-ai/langgraph,2800557373,3115,Issue in Stream Execution When Using Command within a Subgraph,closed,2025-01-21T02:29:32Z,2025-01-31T15:01:07Z
langchain-ai/langgraph,2793176065,3068,DOCS: Document checkpointer=True mode,open,2025-01-16T16:06:59Z,
langchain-ai/langgraph,2792144823,3062,getting double repetative Output from agents tools langraph,closed,2025-01-16T09:20:44Z,2025-03-05T00:43:28Z
langchain-ai/langgraph,2791568431,3059,Unable to run langgraph docker container when using existing postgres db and redis,closed,2025-01-16T02:51:01Z,2025-01-17T17:02:57Z
langchain-ai/langgraph,2783305167,3005,DOC: API reference doesn't mention the “messages”  stream mode in stream_mode definition.,open,2025-01-13T08:21:16Z,
langchain-ai/langgraph,2776987681,2964,Cannot use Enums for node names,closed,2025-01-09T07:03:04Z,2025-01-22T19:35:07Z
langchain-ai/langgraph,2771112705,2940,It can't go to the subgraph using Command,closed,2025-01-06T17:27:33Z,2025-01-07T10:37:38Z
langchain-ai/langgraph,2766401877,2920,LLM is slow within langgraph agent,closed,2025-01-02T17:40:22Z,2025-01-14T15:33:30Z
langchain-ai/langgraph,2751382367,2841,Langgraph dev (cli) error with library,closed,2024-12-19T20:41:19Z,2024-12-20T22:51:40Z
langchain-ai/langgraph,2736847109,2745,Document Pydantic Schema Usage,closed,2024-12-12T20:44:27Z,2025-03-18T16:47:18Z
langchain-ai/langgraph,2715589130,2607,Graph Display not working for over 3 levels nested graph and when more than one node,closed,2024-12-03T17:19:22Z,2025-03-11T15:55:30Z
langchain-ai/langgraph,2681267521,2504,"When Using Multiple States, Changing the Input State of a Node can Affect the State Fields Received by the Routing Function",closed,2024-11-21T23:17:13Z,2025-03-11T15:56:47Z
langchain-ai/langgraph,2622173180,2220,ToolNode doesn't detect `InjectedState` annotations for tools with Pydantic `args_schema`,closed,2024-10-29T19:42:33Z,2024-10-31T01:19:03Z
langchain-ai/langgraph,2611090976,2169,Inconsistency .invoke and .stream for graph's last callback and output_keys affecting streamed values,open,2024-10-24T10:05:45Z,
langchain-ai/langgraph,2574963981,2061,Calling `langgraph up` i get the error `langgraph-api-1 | FileNotFoundError: [Errno 2] No such file or directory: '/deps/langgraph-example-pyproject/my_agent\\agent.py`,closed,2024-10-09T06:54:12Z,2025-03-05T11:42:53Z
langchain-ai/langgraph,2571905068,2042,Issue while using langgraph.checkpoint.sqlite import SqliteSaver,closed,2024-10-08T02:46:54Z,2024-10-08T02:48:35Z
langchain-ai/langgraph,2461542130,1319,`langgraph up` doesn't find Docker on mac,closed,2024-08-12T17:28:04Z,2025-04-15T00:52:15Z
langchain-ai/langgraph,2457540876,1292,Encountering OperationalError with Postgres Checkpointer in LangGraph,closed,2024-08-09T09:46:55Z,2024-08-09T11:17:27Z
langchain-ai/langgraph,2454346745,1266,Time between nodes semi-randomly very long on DataBricks cloud server,open,2024-08-07T21:02:31Z,
langchain-ai/langgraph,2433147395,1153,Ollama tool calls not working via openai proxy only when using langgraph,open,2024-07-27T01:01:30Z,
langchain-ai/langgraph,2395171217,944,cannot import ToolNode from Langgraph,closed,2024-07-08T09:49:49Z,2024-07-16T17:23:15Z
langchain-ai/langgraph,2371070197,789,AsyncSqliteSaver hangs when using astream_event,closed,2024-06-24T20:51:42Z,2024-06-27T19:35:18Z
langchain-ai/langgraph,2366229461,740,"langgraph.errors.InvalidUpdateError: Must write to at least one of ['input', 'plan', 'past_steps', 'response']",open,2024-06-21T10:23:42Z,
langchain-ai/langgraph,2153480836,150,langgraph prebuilt NOT work,closed,2024-02-26T07:51:24Z,2024-03-04T01:56:02Z
langchain-ai/langgraph,2140235813,118,Streamlit calls not working in callback,closed,2024-02-17T16:10:15Z,2025-04-15T00:51:22Z
langchain-ai/langgraph,2128295858,101,[StreamlitCallbackHandler] - Not compatible with LangGraph,closed,2024-02-10T10:40:32Z,2025-04-15T00:51:31Z
langchain-ai/langgraph,2093875263,55,How to use the ReAct agent from langchain with langgraph?,closed,2024-01-22T13:03:13Z,2024-01-23T20:04:16Z
langchain-ai/langgraph,2072853217,33,Using LangGraph with Models on HuggingFace,open,2024-01-09T17:38:26Z,
microsoft/autogen,3006680411,6341,"macOS/uv: venv tests fail (dyld error), not resolved by symlinks=False",open,2025-04-19T22:13:30Z,
microsoft/autogen,3006338392,6336,Some agents do not deserialize model_context (set to None or Do not serialize too),open,2025-04-19T10:00:13Z,
microsoft/autogen,3002882577,6328,No tools are passed in reflecting tool use flow and raise param error from llm server,open,2025-04-17T15:52:45Z,
microsoft/autogen,3002509091,6325,[BUG]: json description value in config object not linked to form editor when adding a tool,closed,2025-04-17T13:29:49Z,2025-04-17T13:32:16Z
microsoft/autogen,3002134958,6323,Support anyOf property types in convert_tools for Ollama clients,open,2025-04-17T10:50:03Z,
microsoft/autogen,3002003340,6322,autogen-studio running error,open,2025-04-17T09:51:20Z,
microsoft/autogen,3001348752,6321,Azure AI Search tool not working in v0.5.3,closed,2025-04-17T04:02:25Z,2025-04-18T05:50:50Z
microsoft/autogen,3001232705,6317,AgentChat messages should have an `id` field.,open,2025-04-17T02:52:53Z,
microsoft/autogen,3001042316,6313,"Latest OpenAI models (GPT-4.1, o3 and o4-mini) are missing",closed,2025-04-17T00:08:34Z,2025-04-17T02:42:35Z
microsoft/autogen,2998622163,6308,AzureAISearchTool Not working as expected,closed,2025-04-16T06:42:43Z,2025-04-17T02:39:28Z
microsoft/autogen,2996746759,6304,Installing Task Centric Memory related dependency causes protobuf version conflicting error,closed,2025-04-15T14:59:02Z,2025-04-15T16:04:02Z
microsoft/autogen,2995179276,6302,Add optional `device_requests` to DockerCommandLineCodeExecutor,open,2025-04-15T05:32:40Z,
microsoft/autogen,2995154235,6301,`SelectorGroupChat` to add `model_context` parameter and make the group chat manager use the model context for selecting speaker,open,2025-04-15T05:17:24Z,
microsoft/autogen,2993889095,6295,Thought content is lost when model returns a handoff tool call,closed,2025-04-14T18:41:35Z,2025-04-17T03:22:50Z
microsoft/autogen,2991100235,6290,"Some Team/Agent like SocietyOfMindAgent is trying to use multiple/separated system messages, but the current system does not allow that.",open,2025-04-13T07:21:53Z,
microsoft/autogen,2988528457,6281,Swarm flight refund demo is not working with ollama models,open,2025-04-11T12:27:43Z,
microsoft/autogen,2988497735,6280,Heavy use of broad Exceptions leads to incorrect error handling,open,2025-04-11T12:14:08Z,
microsoft/autogen,2988343333,6279,Not consistent response with Litellm API + Gemini + tools,closed,2025-04-11T11:09:23Z,2025-04-15T06:12:48Z
microsoft/autogen,2987844592,6277,adding TextMessage Dependency,open,2025-04-11T07:44:00Z,
microsoft/autogen,2987258307,6271,LLMs.txt for AutoGen Documentation Guides,open,2025-04-11T00:39:33Z,
microsoft/autogen,2987243633,6270,Display message type in `Console` output,closed,2025-04-11T00:28:43Z,2025-04-17T03:07:44Z
microsoft/autogen,2986686541,6268,Support repeated tool calls in a loop within `AssistantAgent`,open,2025-04-10T19:33:20Z,
microsoft/autogen,2986276609,6267,Support embedding func in ChromaDB memory,open,2025-04-10T16:42:20Z,
microsoft/autogen,2985782640,6265,"ValueError: Dataclass has a union type, which is not supported. To use a union, use a Pydantic model",closed,2025-04-10T13:52:54Z,2025-04-10T18:38:14Z
microsoft/autogen,2983706624,6258,Gemini as model client with autogen 0.5,closed,2025-04-09T19:23:48Z,2025-04-10T15:53:24Z
microsoft/autogen,2983101514,6255,Facing Issue while working with Groq openAI compatible endpoint,open,2025-04-09T14:59:04Z,
microsoft/autogen,2980155038,6244,Autogen dotnet installation guide contains reference to non-existent nuget package (Agents),open,2025-04-08T15:25:59Z,
microsoft/autogen,2979543273,6241,ImportError: cannot import name 'IncludeEnum' from 'chromadb.api.types',closed,2025-04-08T11:50:09Z,2025-04-10T10:16:55Z
microsoft/autogen,2978484320,6240,Class AzureAISearchTool without an implementation for abstract method '_get_embedding',closed,2025-04-08T03:18:41Z,2025-04-09T00:19:19Z
microsoft/autogen,2977630651,6235,Magentic-One agents assume Linux shell on Windows — subprocess commands fail,open,2025-04-07T18:15:08Z,
microsoft/autogen,2977539864,6234,FileSurfer in Magentic-One no longer able to find or list files after 0.5.1 update. Keeps returning FileNotFoundError,open,2025-04-07T17:33:10Z,
microsoft/autogen,2976355937,6232,Github MCP tools Doesn't work for write operations with Autogen,closed,2025-04-07T10:14:07Z,2025-04-17T00:43:29Z
microsoft/autogen,2974634911,6227,Add `MessageStore` base class abstraction for storing message thread in teams,open,2025-04-06T02:31:34Z,
microsoft/autogen,2973475303,6210,Update GraphRAG version,open,2025-04-04T22:25:07Z,
microsoft/autogen,2973052877,6207,Self-debugging in `CodeExecutionAgent`,open,2025-04-04T17:59:42Z,
microsoft/autogen,2972538424,6206,AutoGen Studio is **broken** due to a missing message class (LLMCallEventMessage) (v0.5+),closed,2025-04-04T14:22:15Z,2025-04-04T17:24:57Z
microsoft/autogen,2971962577,6202,Calling tools through MCP or Autogen's Function Tool timeout setting,closed,2025-04-04T10:31:46Z,2025-04-07T09:38:24Z
microsoft/autogen,2971763771,6201,"run Autogen and GraphRAG sample, report error: ModuleNotFoundError: No module named 'graphrag.config.config_file_loader'",open,2025-04-04T09:17:46Z,
microsoft/autogen,2971276026,6198,`McpToolAdapter` Connects to the MCP Server in a Stateless Mode,closed,2025-04-04T04:59:48Z,2025-04-17T00:46:04Z
microsoft/autogen,2968836213,6189,Failed to instantiate component: model_info is required when model name is not a valid OpenAI model,closed,2025-04-03T09:05:07Z,2025-04-04T21:04:04Z
microsoft/autogen,2968448281,6187,"Getting ValueError: Task list cannot be empty, while using SocietyOfMindAgent and SelectorGroupChat combination",closed,2025-04-03T06:12:17Z,2025-04-04T20:53:01Z
microsoft/autogen,2967980627,6185,The support for MCP is a bit poor. We may have to consider using other frameworks.,closed,2025-04-03T01:50:49Z,2025-04-17T03:24:22Z
microsoft/autogen,2967787262,6182,Add `StreamProcessor` class for handling message streams produced by `run_stream` and `on_messages_stream`.,open,2025-04-02T23:40:13Z,
microsoft/autogen,2967685502,6178,OpenAIChatCompletionClient does not allow to use azure_ad_token_provider as an authentication option,closed,2025-04-02T22:31:09Z,2025-04-02T22:38:08Z
microsoft/autogen,2966301561,6174,Python FastAPI to get input via userproxy,closed,2025-04-02T12:52:09Z,2025-04-02T21:27:33Z
microsoft/autogen,2965070523,6172,the allow_repeated_speaker function in the selector,closed,2025-04-02T03:19:05Z,2025-04-02T22:43:53Z
microsoft/autogen,2962669170,6167,Anthropic model final assistant content cannot end with trailing whitespace error — needs quick fix & structural discussion,closed,2025-04-01T08:17:14Z,2025-04-02T22:48:07Z
microsoft/autogen,2962571553,6165,the installation instruction for autogen-studio had a missing step,closed,2025-04-01T07:36:59Z,2025-04-01T07:44:51Z
microsoft/autogen,2962269389,6163,Support a wider range of termination conditions in AGS,open,2025-04-01T05:21:59Z,
microsoft/autogen,2961824226,6161,Option to emit group chat manager messages in AgentChat,closed,2025-04-01T00:01:37Z,2025-04-16T20:41:18Z
microsoft/autogen,2959825537,6155,from autogen_ext.models.ollama import OllamaChatCompletionClient init,open,2025-03-31T08:36:15Z,
microsoft/autogen,2959589952,6152,A mcp_server_tools error with StdioServerParams by using excel-mcp-server,closed,2025-03-31T06:32:30Z,2025-04-07T18:44:19Z
microsoft/autogen,2959553335,6151,Mistral support through `OpenAIChatCompletionClient`.,open,2025-03-31T06:06:38Z,
microsoft/autogen,2959517206,6150,Adding a `output_task_messages` to `run_stream` methods to avoid messages in `task` are included.,open,2025-03-31T05:36:58Z,
microsoft/autogen,2959148189,6147,Update of @langchain/mistralai necessary for using Mistral API in Autogen Studio,open,2025-03-30T22:50:07Z,
microsoft/autogen,2958234793,6145,Model client streaming from the selector of SelectorGroupChat,open,2025-03-29T16:41:26Z,
microsoft/autogen,2956428090,6140,worker runtime does not emit exceptions from main loop,open,2025-03-28T15:04:40Z,
microsoft/autogen,2954606793,6136,Token Streaming for agents does not work with Tool calls,closed,2025-03-27T22:56:22Z,2025-03-31T04:40:21Z
microsoft/autogen,2953737989,6133,Missing content key causes error while using AuzerOpenAI,closed,2025-03-27T16:49:35Z,2025-03-28T13:07:02Z
microsoft/autogen,2950523034,6123,Re-evaluating Internal Message Handling in SocietyOfMindAgent (v0.4+),closed,2025-03-26T18:49:51Z,2025-04-04T20:50:51Z
microsoft/autogen,2948504818,6117,Gemini could not understand multiple system_message when work with openai SDK,closed,2025-03-26T06:12:00Z,2025-03-28T16:05:56Z
microsoft/autogen,2948210343,6116,Could not send Multiple system message at autogen-ext/.../anthropic/_anthropic_client.py,closed,2025-03-26T02:15:35Z,2025-03-28T16:05:56Z
microsoft/autogen,2945379910,6096,Autogen MCP : Error: unhandled errors in a TaskGroup (1 sub-exception) using Autogen and gpt-4o.,closed,2025-03-25T06:02:44Z,2025-03-27T20:22:07Z
microsoft/autogen,2945348254,6095,Anthropic client should support 'thinking' argument,open,2025-03-25T05:44:38Z,
microsoft/autogen,2945282164,6093,"[Bug]: AutoGen Studio - Unclickable New Team, Session buttons",closed,2025-03-25T05:08:34Z,2025-03-25T16:01:28Z
microsoft/autogen,2944478336,6090,Autogen website accessibility issues (low severity),open,2025-03-24T21:13:05Z,
microsoft/autogen,2944333975,6089,"Unable to view outputs of tool based agents in tracing tools like LangFuse, OpenLit and Microsoft Tracing",open,2025-03-24T20:03:41Z,
microsoft/autogen,2944268951,6088,Session State Leaking Between Different Browser Sessions in AutoGen,closed,2025-03-24T19:32:25Z,2025-03-26T05:50:43Z
microsoft/autogen,2943762289,6085,Get current message thread from a group chat team.,open,2025-03-24T16:10:08Z,
microsoft/autogen,2943251348,6084,"When Call MultimodalWebSurfer after using tool, error occurred",closed,2025-03-24T13:21:08Z,2025-03-26T23:19:54Z
microsoft/autogen,2943175641,6083,Anthorpic models have error when send empty content,closed,2025-03-24T12:54:38Z,2025-03-31T04:09:32Z
microsoft/autogen,2942608587,6081,Autogen when tried for Gemini model,open,2025-03-24T09:32:35Z,
microsoft/autogen,2941467566,6076,app_agent.py sample requires several undocumented dependencies,open,2025-03-23T20:20:33Z,
microsoft/autogen,2940933142,6074,Can't get the same result as the example in the Doc about Jaeger,closed,2025-03-23T05:21:46Z,2025-03-23T14:14:03Z
microsoft/autogen,2940567384,6070,"sqlite3.OperationalError: no such column: ""size"" - should this be a string literal in single-quotes?",closed,2025-03-22T19:07:23Z,2025-03-23T03:45:06Z
microsoft/autogen,2940559787,6069,Request contains an invalid argument Gemini,open,2025-03-22T18:54:04Z,
microsoft/autogen,2940179321,6064,Improper handling of MultimodalWebSurfer content led to premature task termination,closed,2025-03-22T07:23:17Z,2025-04-01T01:07:20Z
microsoft/autogen,2939226138,6060,Allow registration of instances instead of factories,open,2025-03-21T18:42:56Z,
microsoft/autogen,2937594046,6055,AutoGen Studio 0.4.2: Copy-pasting in Tool Name field kicks user back and breaks editing,open,2025-03-21T07:49:54Z,
microsoft/autogen,2937100577,6053,Allow `SelectorGroupChat`'s `selector_func` function to terminate the group chat by returning a `StopMessage`,closed,2025-03-21T02:38:19Z,2025-03-21T02:43:06Z
microsoft/autogen,2937092049,6052,Support async `selector_func` and `candidate_func` in `SelectorGroupChat`,closed,2025-03-21T02:32:35Z,2025-03-22T18:32:58Z
microsoft/autogen,2936932524,6049,Add `CreateResult.request_id` field for tracking model usage.,closed,2025-03-21T00:21:45Z,2025-04-01T01:05:30Z
microsoft/autogen,2936929482,6048,`AssistantAgent.metadata` for user/application identity information associated with the agent.,closed,2025-03-21T00:19:53Z,2025-03-23T21:49:58Z
microsoft/autogen,2936107344,6041,Code Executor should by default use a temp directory for working directory rather than the current directory.,closed,2025-03-20T16:51:18Z,2025-04-01T17:26:06Z
microsoft/autogen,2934680674,6037,[MCP server issue] Cannot access MCP server with env,open,2025-03-20T09:23:34Z,
microsoft/autogen,2934411038,6035,Issue: TypeError in MultimodalWebSurfer (and maybe.. sending Image too) when using Anthropic models (at newist version of anthropic),closed,2025-03-20T07:44:08Z,2025-03-22T07:46:56Z
microsoft/autogen,2934312672,6034,Make usage of `name` field in OpenAI messages optional in `OpenAIChatCompletionClient`,open,2025-03-20T06:58:51Z,
microsoft/autogen,2934114486,6032,Introduce `OpenAIAgent` backed by the Response API in Extensions.,open,2025-03-20T05:32:56Z,
microsoft/autogen,2933991556,6031,MCP tool should have a timeout setting.,closed,2025-03-20T04:17:13Z,2025-03-26T17:51:10Z
microsoft/autogen,2933861106,6028,"""TypeError: BaseGroupChat.run() called with 2 arguments when RoundRobinGroupChat.run() expects 1""",closed,2025-03-20T02:52:23Z,2025-03-20T03:45:02Z
microsoft/autogen,2933154786,6021,Should be able to simply provide a team to autogen bench,open,2025-03-19T20:52:28Z,
microsoft/autogen,2933154012,6020,Out of the box benchmarks for autogen bench,open,2025-03-19T20:51:59Z,
microsoft/autogen,2933151777,6019,AutoGenBench UX improvements,open,2025-03-19T20:50:59Z,
microsoft/autogen,2933151056,6018,AutoGenBench should include evaluation framework,open,2025-03-19T20:50:33Z,
microsoft/autogen,2933147589,6017,Guardrails and Safety,open,2025-03-19T20:49:08Z,
microsoft/autogen,2933096661,6016,Docker Code Executor should be Cancellable,closed,2025-03-19T20:31:58Z,2025-03-19T20:36:37Z
microsoft/autogen,2933091720,6015,Add `start` and `stop` methods to `CodeExecutor` base class and implements context manager interface,closed,2025-03-19T20:29:33Z,2025-03-20T17:00:57Z
microsoft/autogen,2933090648,6014,Agent Networks,open,2025-03-19T20:28:55Z,
microsoft/autogen,2933085690,6013,Support cancellation for `DockerCommandLineCodeExecutor`.,closed,2025-03-19T20:26:11Z,2025-03-20T04:29:03Z
microsoft/autogen,2932884283,6012,Model support tiers,open,2025-03-19T19:16:07Z,
microsoft/autogen,2932870105,6011,Model Support,open,2025-03-19T19:11:06Z,
microsoft/autogen,2932016508,6009,"OperationalError: no such column: ""size"" - should this be a string literal in single-quotes?",open,2025-03-19T14:29:34Z,
microsoft/autogen,2931727168,6006,AutoGen Studio视频教程-中文版,closed,2025-03-19T13:06:10Z,2025-03-19T13:25:30Z
microsoft/autogen,2929815211,5994,Autogen 0.4.9.2 doesn't work with OpenAI 1.66.3,closed,2025-03-18T20:48:37Z,2025-03-19T05:20:06Z
microsoft/autogen,2929575570,5992,Documentation on how to trace AgentChat,closed,2025-03-18T18:58:45Z,2025-03-22T07:09:20Z
microsoft/autogen,2927588522,5990,UserProxy in RoundRobinGroupChat not acting as expected.,open,2025-03-18T08:24:04Z,
microsoft/autogen,2926005567,5982,Unable to dump_component for OpenAIChatCompletionClient using a pydantic as response_format,closed,2025-03-17T18:18:10Z,2025-03-18T03:14:44Z
microsoft/autogen,2924509623,5979,Ollama MultimodalWebSurfer crash using Ollama and llama3.2,closed,2025-03-17T10:14:21Z,2025-03-17T21:09:27Z
microsoft/autogen,2923153831,5970,Use structured output for speaker selection in SelectorGroupChat,open,2025-03-16T16:00:32Z,
microsoft/autogen,2922823811,5966,"MultimodalWebSurfer with Gemini fails ""Using cl100k_base encoding."" when used in MagenticOneGroupChat & MagenticOne",open,2025-03-16T06:55:21Z,
microsoft/autogen,2922794497,5965,Support model APIs that require strict alternating user-assistant roles,open,2025-03-16T05:41:19Z,
microsoft/autogen,2922190111,5957,Add support for structured output for AzureAIChatCompletionClient.,open,2025-03-15T15:01:55Z,
microsoft/autogen,2921866869,5953,polymorphism bug in in AssistantAgent._process_model_result,closed,2025-03-15T07:37:45Z,2025-03-19T04:38:38Z
microsoft/autogen,2921348717,5951,Bad Request Error  - Groupchat with DBRX Foundation Models,closed,2025-03-14T21:47:10Z,2025-03-15T23:55:56Z
microsoft/autogen,2921073180,5950,Update AgBench documentation,open,2025-03-14T19:02:49Z,
microsoft/autogen,2921067714,5949,AgBench is hardcoded to use azure_token_provider,open,2025-03-14T19:00:52Z,
microsoft/autogen,2920612814,5946,Authentication Bug in integration with Azure Dynamicsessionpool,closed,2025-03-14T15:52:27Z,2025-03-21T01:48:49Z
microsoft/autogen,2920112854,5944,Connection error with AzureOpenAI after latest merge,closed,2025-03-14T12:35:57Z,2025-03-14T17:15:23Z
microsoft/autogen,2920054870,5943,UI Bug: Team Builder/Playground Blank in Chrome - Resolved by Hard Refresh,open,2025-03-14T12:08:56Z,
microsoft/autogen,2918516549,5934,Add `output_content_type` parameters to `AssistantAgent`,closed,2025-03-13T22:34:11Z,2025-04-01T20:11:03Z
microsoft/autogen,2918510623,5933,Add structured output to model client API,closed,2025-03-13T22:29:24Z,2025-03-15T14:58:14Z
microsoft/autogen,2918447017,5931,Support customizing Swarm handoff trigger beyond model-based function call,open,2025-03-13T21:40:39Z,
microsoft/autogen,2918399872,5929,Dockerfile for AutoGen Studio fails to build due to UID conflict,closed,2025-03-13T21:12:36Z,2025-03-13T23:08:20Z
microsoft/autogen,2918267894,5927,Port Send/Publish changes to the .NET gRPC IAgentRuntime implementation,open,2025-03-13T19:59:37Z,
microsoft/autogen,2914489635,5915,Deadlock in logically recurrent calls to SendMessageAsync,closed,2025-03-12T16:15:31Z,2025-03-12T18:58:09Z
microsoft/autogen,2914363599,5912,Not able to load Swarm state after HandoffTermination,closed,2025-03-12T15:31:20Z,2025-03-13T19:10:18Z
microsoft/autogen,2914220055,5910,"Ollama throw ""Object of type Message is not JSON serializable"" error",closed,2025-03-12T14:43:06Z,2025-03-12T20:59:44Z
microsoft/autogen,2913130651,5909,ImportError: cannot import name 'StdioServerParams' from partially initialized module 'autogen_ext.tools.mcp' (most likely due to a circular import),closed,2025-03-12T08:21:58Z,2025-03-13T16:21:28Z
microsoft/autogen,2912890437,5907,ERROR when using deepseek r1,closed,2025-03-12T06:51:31Z,2025-03-18T18:48:18Z
microsoft/autogen,2910838788,5899,Pydantic 2.10 error when using SQLDatabasechain,open,2025-03-11T14:46:16Z,
microsoft/autogen,2909548118,5897,"When using Autogen Studio to configure the Model in Ollama, a 502 error occurs when executing the Agent.",closed,2025-03-11T08:08:08Z,2025-03-11T18:45:19Z
microsoft/autogen,2909157622,5895,Trace LLM call spans for both create and create_stream,open,2025-03-11T05:17:10Z,
microsoft/autogen,2909133416,5894,Improving OTEL tracing by adding more details about each message,open,2025-03-11T05:03:37Z,
microsoft/autogen,2908715610,5892,Create a sample showing how to set up OTEL and see results in Jaeger UI,closed,2025-03-11T00:23:50Z,2025-04-13T04:56:35Z
microsoft/autogen,2908291675,5891,Support Approval Func in BaseTool in AgentChat,open,2025-03-10T20:01:17Z,
microsoft/autogen,2905023719,5881,Add pause/resume APIs for agents in AgentChat,closed,2025-03-08T21:24:02Z,2025-03-12T00:12:35Z
microsoft/autogen,2905022852,5880,Allow `BaseGroupChat.save_state` without requiring the team to stop running.,closed,2025-03-08T21:21:54Z,2025-03-10T03:09:33Z
microsoft/autogen,2905022290,5879,Convert `BaseGroupChat` into a general `GroupChat` team and make group chat manager customizable,open,2025-03-08T21:20:24Z,
microsoft/autogen,2904003955,5873,Update documentations and samples to properly close model clients,closed,2025-03-07T21:46:44Z,2025-03-20T07:50:16Z
microsoft/autogen,2903981161,5872,AGS 0.4.2.dev01 Termination Conditions,closed,2025-03-07T21:31:25Z,2025-03-11T18:46:27Z
microsoft/autogen,2903765219,5870,Update documentation to replace usage of `TextMentionTermination` that relies on models in favor of more robust conditions,open,2025-03-07T19:29:54Z,
microsoft/autogen,2903584502,5868,Publish Anaconda package,open,2025-03-07T17:42:15Z,
microsoft/autogen,2902506328,5866,ModuleNotFoundError: No module named 'autogen_agentchat',closed,2025-03-07T09:43:47Z,2025-03-13T19:12:19Z
microsoft/autogen,2901258417,5856,Anthropic client docs missing,closed,2025-03-06T19:36:06Z,2025-03-09T03:35:29Z
microsoft/autogen,2901157251,5852,Document usage of custom runtime in AgentChat,open,2025-03-06T18:41:22Z,
microsoft/autogen,2901154868,5851,Stop consuming output queue when there is an exception from agent when using custom runtime,closed,2025-03-06T18:40:02Z,2025-04-01T20:17:52Z
microsoft/autogen,2901110480,5850,pass a dictionary as input and call a function in autogen,closed,2025-03-06T18:17:10Z,2025-03-07T16:05:06Z
microsoft/autogen,2897819382,5840,pip install -U autogen-ext[video-surfer] in windows python virutal environment installation error,open,2025-03-05T16:33:06Z,
microsoft/autogen,2896727246,5835,CLAUDE_3_7_SONNET  error,closed,2025-03-05T09:17:15Z,2025-03-06T06:13:52Z
microsoft/autogen,2896524461,5832,Local LLM example error,open,2025-03-05T07:49:28Z,
microsoft/autogen,2896464513,5831,Infinite loop appears when using swarm with human-computer dialogue,closed,2025-03-05T07:19:19Z,2025-03-07T18:47:16Z
microsoft/autogen,2895728720,5828,`candidate_func` in `SelectorGroupChat`,closed,2025-03-04T23:52:24Z,2025-03-17T21:03:27Z
microsoft/autogen,2895530165,5826,FileSurfer stops reading the file,open,2025-03-04T21:56:48Z,
microsoft/autogen,2895017847,5824,Enable `CodeExecutorAgent` to generate its own code and executing it.,closed,2025-03-04T17:47:21Z,2025-04-15T06:06:41Z
microsoft/autogen,2894911664,5823,Autogen Studio - PrismJS DOM Clobbering vulnerability,open,2025-03-04T17:01:36Z,
microsoft/autogen,2894371673,5817,AzureAIChatCompletionClient max_toens is too small,closed,2025-03-04T13:55:26Z,2025-03-07T01:18:39Z
microsoft/autogen,2894185551,5816,Event loop is Close? How to fix,closed,2025-03-04T13:02:33Z,2025-03-04T16:52:14Z
microsoft/autogen,2893291902,5814,OpenAI bad request error for Tools call with agentchat v0.4.7 | Working fine with agentchat v0.4.3,open,2025-03-04T07:49:26Z,
microsoft/autogen,2892067686,5803,Port AgentChat Groups to .NET,open,2025-03-03T19:06:24Z,
microsoft/autogen,2892066888,5802,Port AgentChat Agents to .NET,open,2025-03-03T19:05:57Z,
microsoft/autogen,2892066371,5801,Port AgentChat Terminations to .NET,closed,2025-03-03T19:05:42Z,2025-03-13T16:41:14Z
microsoft/autogen,2892065420,5800,Save/Load in .NET AgentChat,closed,2025-03-03T19:05:12Z,2025-03-13T20:55:43Z
microsoft/autogen,2892064521,5799,Base implementation for Reset for .NET AgentChat,closed,2025-03-03T19:04:42Z,2025-03-07T00:32:31Z
microsoft/autogen,2891897337,5797,Autogen Studio -  issue with src/images/icon.png,closed,2025-03-03T17:45:45Z,2025-03-04T16:42:19Z
microsoft/autogen,2891552486,5795,Skip SSL verification option missing while creating model client in v0.4.x,open,2025-03-03T15:20:36Z,
microsoft/autogen,2890957689,5793,VideoSurfer unable to detect video at the given path,open,2025-03-03T11:22:14Z,
microsoft/autogen,2890172267,5790,Add latency and token per second stats to `LLMCallEvent`.,open,2025-03-03T05:00:58Z,
microsoft/autogen,2889871788,5787,Integrating AgentChat and Core,open,2025-03-03T00:03:09Z,
microsoft/autogen,2889866929,5786,Add documentation for `TextTerminationCondition`,closed,2025-03-02T23:52:56Z,2025-03-04T06:26:28Z
microsoft/autogen,2889717694,5782,Doc update to code executor agent to mention PythonCodeExecutionTool,closed,2025-03-02T18:42:46Z,2025-03-04T17:48:15Z
microsoft/autogen,2889685554,5780,Support OpenAI's New Project-Based API Keys (sk-proj-*),closed,2025-03-02T17:40:10Z,2025-03-02T17:57:14Z
microsoft/autogen,2889362132,5777,Update AssistantAgent and ModelContext API doc to show example of custom model context for R1.,closed,2025-03-02T06:31:32Z,2025-03-04T06:20:00Z
