repo,title,created_at,closed_at
langchain-ai/langchain,AzureSearch error,2024-10-25 13:40:43+00:00,
langchain-ai/langchain,Ollama Gemma 2 max sequence legnth,2024-10-22 11:14:48+00:00,2025-01-28 16:02:32+00:00
langchain-ai/langchain,AzureSearch. Error when program terminates,2024-10-21 14:58:54+00:00,
langchain-ai/langchain,StructuredTool.from_function does not support functools.partial,2024-10-21 08:03:28+00:00,2025-04-10 16:00:57+00:00
langchain-ai/langchain,make sure that @tool decorator can be applied to a method (regression?),2024-10-18 19:31:55+00:00,2025-03-18 16:00:56+00:00
langchain-ai/langchain,There seems to be a bug with OpenAIEmbeddings.,2024-10-18 03:43:38+00:00,2025-03-21 16:00:43+00:00
langchain-ai/langchain,"Context failed to generate pydantic json schema, so chains containing Context steps not working in LangServe",2024-10-17 14:59:33+00:00,
langchain-ai/langchain,ChatPromtpTemplate doesn't accept PDF data as bytes,2024-10-14 19:39:34+00:00,2025-02-26 16:00:46+00:00
langchain-ai/langchain,community.llms init Xinference fail :pydantic_core._pydantic_core.ValidationError:client [ type=missing],2024-10-12 01:29:08+00:00,2025-04-10 16:00:57+00:00
langchain-ai/langchain,"[Azure CosmosDB NoSQL] similarity_search_with_score function returning CosmosHttpResponseError ""bad request""",2024-10-11 11:03:46+00:00,
langchain-ai/langchain,"SqliteCache fails with ChatOpenAI.with_structured_output(method=""json_schema"")",2024-10-11 01:42:30+00:00,
langchain-ai/langchain,KeyError '*' in parse_result when using `with_structured_output` on ChatAnthropic,2024-10-10 18:17:55+00:00,
langchain-ai/langchain,AttributeError: 'VectorStoreRetriever' object has no attribute 'embeddings',2024-10-10 16:01:44+00:00,2025-04-10 16:00:57+00:00
langchain-ai/langchain,KeyError: 'tool_call_id' when there is no Tool message in given chat history (Only System Message),2024-10-10 08:32:58+00:00,2025-03-25 16:38:10+00:00
langchain-ai/langchain,"Dall-E Image Generator DallEAPIWrapper Error: openai.AuthenticationError""",2024-10-09 17:32:51+00:00,
langchain-ai/langchain,aindex + Chroma: aindex function fails due to missing delete method implementation,2024-10-09 10:41:58+00:00,2025-03-04 16:00:47+00:00
langchain-ai/langchain,DuckDuckGoSearchRun leads to AttributeError: 'FieldInfo' object has no attribute 'run',2024-10-08 09:42:00+00:00,2024-10-10 07:53:47+00:00
langchain-ai/langchain,Milvus - illegal connection params or server unavailable,2024-10-07 16:24:13+00:00,2025-03-16 16:00:45+00:00
langchain-ai/langchain,embedding_key param does not work in MongoDBAtlasVectorSearch,2024-10-07 11:23:49+00:00,2025-04-20 16:03:01+00:00
langchain-ai/langchain,DOC: with_structured_output => example of setting enum,2024-10-05 21:19:11+00:00,
langchain-ai/langchain,Error using Langgraph + Langchain -- Unknown message type exception,2024-10-02 15:11:47+00:00,2025-04-18 16:00:35+00:00
langchain-ai/langchain,"KeyError: 'Field ""metadata"" does not exist in schema'",2024-09-30 19:43:39+00:00,2025-02-20 16:01:08+00:00
langchain-ai/langchain,langchain-airbyte broken dependencies,2024-09-30 15:05:48+00:00,2025-01-08 16:06:55+00:00
langchain-ai/langchain,ChatDatabricks() unable to stream special characters,2024-09-30 11:40:16+00:00,2025-03-21 16:00:43+00:00
langchain-ai/langchain,Python kernel crashes when using Chroma's from_texts from langchain,2024-09-25 15:54:33+00:00,2025-03-25 16:00:43+00:00
langchain-ai/langchain,Upgraded to v0.3. Encountering Exception: RunnableSequence' object has no attribute 'get' when instatiating ReduceDocumentsChain,2024-09-25 02:28:32+00:00,2025-03-03 16:00:44+00:00
langchain-ai/langchain,AzureMLChatOnlineEndpoint for BLOOM with CustomOpenAIChatContentFormatter HTTPError: HTTP Error 424: Failed Dependency,2024-09-24 14:14:09+00:00,2025-04-02 16:00:54+00:00
langchain-ai/langchain,Unable to Extract Text along with Embedded Links from Document,2024-09-23 13:06:08+00:00,2025-03-19 16:00:45+00:00
langchain-ai/langchain,Protobuf errors when using langchain-chroma with protobuf  >= 4,2024-09-21 18:04:46+00:00,2025-02-01 16:00:48+00:00
langchain-ai/langchain,Anthropic's prompt caching in langchain does not work with ChatPromptTemplate.,2024-09-20 10:25:51+00:00,
langchain-ai/langchain,PyPDFLoader parse pdf with extract_images=True encountered an error,2024-09-19 08:48:42+00:00,
langchain-ai/langchain,LLMGraphTransformer not working with Gemini,2024-09-18 16:59:18+00:00,
langchain-ai/langchain,Can ChatHuggingFace model perform Function Calling?,2024-09-18 14:38:56+00:00,2025-03-28 16:00:40+00:00
langchain-ai/langchain,MongoDBAtlasVectorSearch the PDF exceeding 100 pages cannot be processed. How can this be resolved?,2024-09-16 10:35:34+00:00,2025-03-04 16:00:47+00:00
langchain-ai/langchain,cannot import name 'from_env' from 'langchain_core.utils',2024-09-15 09:52:08+00:00,2025-03-24 16:00:45+00:00
langchain-ai/langchain,CSVLoader does not raise `ValueError` for missing metadata columns,2024-09-13 16:25:18+00:00,2025-04-13 16:00:40+00:00
langchain-ai/langchain,OpenAI AzureChatOpenAI doesn't support the new structured output capability even though BaseChatOpenAI does,2024-09-12 13:12:26+00:00,2025-02-25 16:00:44+00:00
langchain-ai/langchain,DOC: Description of `kwargs` in `langchain_core.prompts.chat.HumanMessagePromptTemplate.from_template_file()` misleading,2024-09-10 13:17:52+00:00,2025-03-19 16:00:45+00:00
langchain-ai/langchain,Exception thrown when calling the invoke() method on chat object of class ChatSnowflakeCortex,2024-09-09 18:57:31+00:00,2025-03-12 16:00:48+00:00
langchain-ai/langchain,Infinite call for llamafile,2024-09-06 19:45:06+00:00,2025-03-16 04:33:26+00:00
langchain-ai/langchain,Add support for non-OpenAI models on Azure,2024-09-06 13:28:00+00:00,2025-04-16 16:00:44+00:00
langchain-ai/langchain,DOC: How do I make a custom LLM use the bind_tools feature?,2024-09-06 00:51:19+00:00,2024-12-16 16:06:27+00:00
langchain-ai/langchain,safe_mode Parameter in ChatMistralAI Class Should Not Be Set to False by default or safe_prompt body parameter not sent to mistral api,2024-09-04 11:29:56+00:00,2025-03-10 16:01:03+00:00
langchain-ai/langchain,Python 3.13 needs Numpy > 2.0,2024-09-04 09:42:16+00:00,2025-04-08 13:45:08+00:00
langchain-ai/langchain,Incompatibility Between Python and JavaScript Implementations of LangChain PostgreSQL Database Schema,2024-08-30 06:55:07+00:00,2025-01-06 16:08:30+00:00
langchain-ai/langchain,Ollama (Partner package) and cache integration not working correctly - missing filters / Community Package works,2024-08-23 18:35:09+00:00,
langchain-ai/langchain,NameError: name 'pd' is not defined / ,2024-08-22 22:02:31+00:00,2024-12-10 16:06:04+00:00
langchain-ai/langchain,OpenAI refusals for structured output not added to `AIMessageChunk.additional_kwargs` when a dict is passed as the schema to `ChatOpenAI.with_structured_output`,2024-08-16 21:25:59+00:00,2025-03-31 16:00:44+00:00
langchain-ai/langchain,Certain parser types not available,2024-08-16 05:57:02+00:00,2025-02-25 16:00:44+00:00
langchain-ai/langchain,"Syntax error, incorrect syntax near '{'.""} for Azure Cosmos DB No SQL tutorial",2024-08-16 03:14:43+00:00,2025-03-01 16:00:37+00:00
langchain-ai/langchain,Together LLM (Completions) generate() function's output is missing generation_info and llm_output,2024-08-15 15:09:08+00:00,2025-02-24 16:00:47+00:00
langchain-ai/langchain,Cannot load Vietnamese UTF-8 CSV with UnstructuredFileLoader ,2024-08-14 18:40:44+00:00,2025-02-20 16:01:07+00:00
langchain-ai/langchain,Improve documentation for LengthBasedExampleSelector and FewShotPromptTemplate compatibility,2024-08-13 11:09:37+00:00,2025-02-25 16:00:43+00:00
langchain-ai/langchain,FAISS - Incorrect warning and relevance score when using `MAX_INNER_PRODUCT` and `normalize_L2`,2024-08-11 04:35:06+00:00,2025-03-07 16:00:44+00:00
langchain-ai/langchain,SelfQueryRetriever alloowed operators does not allow contain Chroma,2024-08-06 22:51:47+00:00,2024-11-12 16:03:22+00:00
langchain-ai/langchain,DOC: Guide for Implementing Tool Calling with Message History in LangChain,2024-08-06 12:28:48+00:00,2024-11-12 16:03:12+00:00
langchain-ai/langchain,Standardize retriever integration docs,2024-07-31 22:14:31+00:00,2025-03-14 16:00:43+00:00
langchain-ai/langchain,gpt4o in azure returning empty content when using tools,2024-07-29 07:31:07+00:00,2024-07-29 18:26:15+00:00
langchain-ai/langchain,Error in RootListenersTracer.on_chain_end callback: KeyError('answer') while streaming a RAG Chain Output,2024-07-26 13:26:39+00:00,
langchain-ai/langchain,Agent Executor using some specific search tools is causing an error,2024-07-24 16:10:03+00:00,2024-11-10 16:02:31+00:00
langchain-ai/langchain,langchain-huggingface: Using ChatHuggingFace requires hf token for local TGI using localhost HuggingFaceEndpoint,2024-07-23 19:49:50+00:00,
langchain-ai/langchain,Huggingface tool-calling is not working,2024-07-19 07:49:51+00:00,2024-07-19 20:06:00+00:00
langchain-ai/langchain,KeyError with RunnableWithMessageHistory and LangServe: Missing Variable,2024-07-17 22:24:33+00:00,2025-02-25 16:00:43+00:00
langchain-ai/langchain,RunnableParallel input schema is empty if children runnable input schemas use TypedDict's,2024-07-17 00:30:23+00:00,2025-02-20 16:01:06+00:00
langchain-ai/langchain,[Google Generative AI] Structured Output doesn't work with advanced schema,2024-07-13 11:54:26+00:00,
langchain-ai/langchain,core: Fix @tool typing,2024-07-10 22:09:47+00:00,2024-10-16 16:08:07+00:00
langchain-ai/langchain,DOC: Neo4jVector class => many parameters not documented,2024-07-10 16:05:59+00:00,2025-03-07 16:00:43+00:00
langchain-ai/langchain,E2B DataAnalysisTool() function not working correctly ,2024-06-25 09:26:19+00:00,
langchain-ai/langchain,google-genai [feature]: Context Caching,2024-06-21 12:50:57+00:00,
langchain-ai/langchain,Cannot import name 'create_model' from 'langchain_core.runnables.utils',2024-06-16 12:18:50+00:00,2025-02-27 16:00:40+00:00
langchain-ai/langchain,ChatGoogleGenerativeAI does not support streaming,2024-06-12 06:36:40+00:00,2025-03-04 16:00:47+00:00
langchain-ai/langchain,"ChatDatabricks can't stream response: ""KeyError: 'content'""",2024-06-07 12:43:34+00:00,2024-10-11 16:03:21+00:00
langchain-ai/langchain,langchain agents executor throws: assert generation is not None,2024-06-06 03:16:18+00:00,2024-11-19 16:05:09+00:00
langchain-ai/langchain,Tavily Search Results ainvoke not working,2024-06-03 20:58:47+00:00,2024-06-04 01:34:54+00:00
langchain-ai/langchain,Tool `return_direct` doesn't work,2024-06-03 17:41:47+00:00,2024-08-11 15:21:01+00:00
langchain-ai/langchain,REGRESSION: ChatLiteLLM: ValidationError only when using cache,2024-06-01 14:30:48+00:00,
langchain-ai/langchain,429 Resource Exhausted error when using gemini-1.5-pro with langchain,2024-05-28 17:59:22+00:00,
langchain-ai/langchain,Duplicate Points in Qdrant with Different IDs but Same Content in add_texts Function,2024-05-28 11:41:12+00:00,2024-09-03 16:05:12+00:00
langchain-ai/langchain,astream_events (V1 and V2) gives duplicate content in on_chat_model_stream,2024-05-28 09:44:55+00:00,2024-06-04 20:19:24+00:00
langchain-ai/langchain,"parser=LanguageParser(language=Language.C, parser_threshold=800) error in tree_sitter_languages.core.get_language ",2024-05-26 23:24:30+00:00,2024-05-29 09:07:21+00:00
langchain-ai/langchain,"SQL Agent with ""llm.with_retry()"": Can't instantiate abstract class BaseLanguageModel with abstract methods agenerate_prompt, apredict, apredict_messages, generate_prompt, invoke, predict, predict_messages (type=type_error)",2024-05-21 16:48:44+00:00,2025-03-30 16:00:33+00:00
langchain-ai/langchain,Base64 images get truncated using AgentExecutor with create_openai_tools_agent,2024-05-21 12:23:05+00:00,2024-09-11 16:05:38+00:00
langchain-ai/langchain,"langchain-pinecone package depends on pinecone-client 3.2.2, but the latest version is 4.0.0",2024-05-21 07:56:33+00:00,2025-01-27 16:01:00+00:00
langchain-ai/langchain,hub.push() raise an error with template created with ChatPromptTemplate.from_messages builder (Trying to load an object that doesn't implement serialization),2024-05-20 23:22:28+00:00,2024-09-27 16:04:48+00:00
langchain-ai/langchain,ModuleNotFoundError: No module named 'langchain_community',2024-05-19 10:56:45+00:00,2025-01-20 16:01:09+00:00
langchain-ai/langchain,bind_tools NotImplementedError when using ChatOllama,2024-05-09 11:30:30+00:00,2025-02-20 16:01:07+00:00
langchain-ai/langchain,DOC: The tool calling agent doesn't work on retrievers: create_tool_calling_agent,2024-05-08 08:00:40+00:00,2024-05-15 19:00:30+00:00
langchain-ai/langchain,LocalProtocolError: Illegal header value b'Bearer ',2024-05-03 17:27:13+00:00,2025-01-20 16:01:09+00:00
langchain-ai/langchain,DOC: AsyncChromiumLoader instructions do not work in Windows Jupyter notebook,2024-05-03 10:59:52+00:00,2024-08-09 16:09:03+00:00
langchain-ai/langchain,langchain-mistralai cannot pull tokenizer from huggingface 401,2024-04-18 18:46:40+00:00,2024-10-25 16:02:46+00:00
langchain-ai/langchain,LLM with_fallbacks function not work with create_tool_calling_agent,2024-04-16 06:51:10+00:00,
langchain-ai/langchain,Extend @tool to work with methods,2024-03-30 02:28:06+00:00,2024-09-16 16:04:04+00:00
langchain-ai/langchain,".langchain_community\embeddings\huggingface.py      embeddings = self.client.encode(                 texts, show_progress_bar=self.show_progress, **self.encode_kwargs             )",2024-03-18 11:01:30+00:00,2024-06-24 16:13:47+00:00
langchain-ai/langchain,SQL Database Agent - 'Is not a valid tool' error,2024-03-03 06:49:47+00:00,2024-11-03 16:02:20+00:00
langchain-ai/langchain,"Bad request: The following `model_kwargs` are not used by the model: ['return_full_text', 'stop', 'watermark', 'stop_sequences'] (note: typos in the generate arguments will also show up in this list)",2024-02-29 13:19:43+00:00,2025-02-24 16:00:46+00:00
langchain-ai/langchain,"create_sql_agent: Prompt missing required variables: {'tools', 'tool_names'}",2024-02-22 11:47:34+00:00,2024-11-05 16:02:12+00:00
langchain-ai/langchain,FAISS vectorstore filter not working,2024-02-16 13:00:42+00:00,2024-08-12 16:07:14+00:00
langchain-ai/langchain,how to set custom prompt for SelQueryRetrieval?,2024-02-14 10:59:23+00:00,2024-02-14 14:19:05+00:00
langchain-ai/langchain,The  pip install for  langchain-pinecone shows error.,2024-02-08 04:56:41+00:00,2024-02-09 09:56:03+00:00
langchain-ai/langchain,FileNotFoundError: soffice command was not found. Please install libreoffice on your system and try again.,2024-02-03 10:54:46+00:00,2024-02-03 11:36:20+00:00
langchain-ai/langchain,ImportError: cannot import name 'ensure_config' from 'langchain_core.runnables',2024-01-26 19:10:59+00:00,2024-01-26 19:51:20+00:00
langchain-ai/langchain,BM25 langchain retriever should have similarity score,2024-01-23 11:47:53+00:00,2024-05-13 16:09:56+00:00
langchain-ai/langchain,Header value is too long error when using AsyncHtmlLoader,2024-01-21 18:18:14+00:00,2024-04-28 16:17:59+00:00
langchain-ai/langchain,"Unsupported early_stopping_method=""generate"" in AgentExecutor after reaching iteration limit",2024-01-19 10:01:50+00:00,
langchain-ai/langchain,The `dict` method is deprecated; use `model_dump` instead [pydantic],2024-01-14 02:06:34+00:00,2024-04-21 17:39:23+00:00
langchain-ai/langchain,DOC: Quickstart,2024-01-12 19:27:42+00:00,2024-04-26 16:37:48+00:00
langchain-ai/langchain,Issue: How to add chat history in prompt template,2024-01-08 08:54:42+00:00,2024-04-15 16:20:33+00:00
langchain-ai/langchain,PGVector method for HNSW,2024-01-03 19:31:06+00:00,2024-07-08 16:04:55+00:00
langchain-ai/langchain,"Calling Chroma.from_documents() returns sqlite3.OperationalError: attempt to write a readonly database, but only sometimes",2023-12-19 00:02:10+00:00,
langchain-ai/langchain,Using AzureSearch with custom vector field names,2023-12-05 15:09:36+00:00,
langchain-ai/langchain,ImportError: cannot import name 'BaseCache' from 'langchain',2023-12-05 04:51:11+00:00,2024-07-02 16:08:11+00:00
langchain-ai/langchain,Issue: How to conveniently disable langsmith calls? ,2023-12-03 02:55:24+00:00,
langchain-ai/langchain,Adding messages to history doesn't work with custom message types,2023-11-17 02:23:36+00:00,2024-02-23 16:06:31+00:00
langchain-ai/langchain,Doc2txtLoader not working for web paths,2023-11-15 10:15:47+00:00,2024-02-21 16:06:33+00:00
langchain-ai/langchain,Utilize metadata during retrieval in ConversationalRetrieval and PGvector,2023-11-13 07:43:07+00:00,2024-02-21 16:07:03+00:00
langchain-ai/langchain,"get_openai_callback() does not show the cost taken from new OpenAI's model (""gpt-4-1106-preview"" and  ""gpt-3.5-turbo-1106"")",2023-11-07 13:12:17+00:00,2023-11-12 23:45:36+00:00
langchain-ai/langchain,"Issue: ""response_format"" parameter on the new GPT-4-turbo model",2023-11-06 21:16:44+00:00,2024-05-07 16:06:53+00:00
langchain-ai/langchain,"MRKL agent is passing ""Observation"" text to tools when using non-OpenAI LLMs and breaks structured input tools",2023-10-31 15:55:50+00:00,2024-05-31 23:41:12+00:00
langchain-ai/langchain,ConfluenceLoader's keep_newlines is not passed correctly,2023-10-16 08:34:03+00:00,2024-02-09 16:15:27+00:00
langchain-ai/langchain,Add `hierarchy` key to Document metadata in `ConfluenceLoader`,2023-09-28 10:33:12+00:00,2024-01-30 00:37:05+00:00
langchain-ai/langchain,"When `search_type=""similarity_score_threshold`, retriever returns negative scores",2023-09-20 23:14:16+00:00,2023-09-21 21:07:03+00:00
langchain-ai/langchain,Issue: unexpected keyword argument 'stop' ,2023-09-18 04:03:36+00:00,2023-09-18 06:59:47+00:00
langchain-ai/langchain,Support for llama-cpp-python server,2023-09-10 01:16:19+00:00,2024-02-15 16:09:44+00:00
langchain-ai/langchain,how to use PythonREPL tool to  take dataframe and query,2023-09-01 05:51:51+00:00,2023-12-08 16:04:39+00:00
langchain-ai/langchain,DOC: <Please write a comprehensive title after the 'DOC: ' prefix>,2023-08-24 05:17:48+00:00,2023-11-30 16:06:20+00:00
langchain-ai/langchain,SelfQueryRetriever gives error for some queries,2023-08-17 07:18:59+00:00,2024-11-24 16:05:56+00:00
langchain-ai/langchain,Issue: trying to call generate_queries() on a MultiQueryRetriever but where do I get a run_manager from?,2023-08-14 23:38:42+00:00,2023-11-21 16:05:39+00:00
langchain-ai/langchain,"""n"" hyperparmeter doesn't work in ChatOpenAI",2023-08-05 08:26:14+00:00,2023-08-07 13:40:06+00:00
langchain-ai/langchain,Exllama integration to run GPTQ models,2023-07-27 22:26:51+00:00,2024-05-31 23:49:27+00:00
langchain-ai/langchain,Integrating Langchain to FHIR API,2023-07-18 13:24:11+00:00,2024-02-11 11:10:02+00:00
langchain-ai/langchain,Azure Cognitive Search,2023-07-17 03:50:56+00:00,2023-07-27 14:33:52+00:00
langchain-ai/langchain,TypeError: issubclass() arg 1 must be a class,2023-07-11 07:59:09+00:00,2023-10-18 16:06:07+00:00
langchain-ai/langchain,SSL certificate problem (even when verify = False),2023-07-09 19:15:44+00:00,2023-10-15 16:04:37+00:00
langchain-ai/langchain,"list_tables_sql_db is not a valid tool, try another one.",2023-07-09 18:10:42+00:00,2023-10-15 16:04:42+00:00
langchain-ai/langchain,TypeError: Object of type PromptTemplate is not JSON serializable,2023-07-09 10:02:36+00:00,2023-10-15 16:04:52+00:00
langchain-ai/langchain,Could not import sentence_transformers python package.,2023-07-01 15:22:37+00:00,2023-07-03 03:57:14+00:00
langchain-ai/langchain,CharacterTextSplitter constanly generate chunks longer than given chunk_size ,2023-06-30 06:46:26+00:00,2023-12-13 16:08:42+00:00
langchain-ai/langchain,ChatOpenAI.get_num_tokens_from_messages raises TypeError with function call response,2023-06-25 05:36:02+00:00,2023-10-01 16:05:17+00:00
langchain-ai/langchain,Failure when running pip install langchain[all],2023-05-29 05:23:41+00:00,2023-11-17 16:07:08+00:00
langchain-ai/langchain,Can't pickle the faiss vector store object in langchain,2023-05-23 19:56:17+00:00,2023-09-10 16:13:24+00:00
langchain-ai/langchain,Issue: Chromadb document deletion not working,2023-05-17 20:16:45+00:00,
langchain-ai/langchain,Langchain agent is not continuing the entire flow of execution,2023-05-17 16:12:55+00:00,2024-02-12 16:18:48+00:00
langchain-ai/langchain,Langchain isn't verbose any more [run_manager gets dropped],2023-05-08 09:43:07+00:00,2023-09-22 16:09:28+00:00
langchain-ai/langchain,AttributeError: module 'langchain' has no attribute 'verbose',2023-05-05 09:41:58+00:00,2023-05-08 06:13:19+00:00
langchain-ai/langchain,Why does ConversationalRetrievalChain rephrase every human question?,2023-05-04 01:37:10+00:00,2024-10-07 16:06:13+00:00
langchain-ai/langchain,Unable to use multiple schemas in SQLDatabase,2023-04-17 21:40:01+00:00,2025-03-13 16:00:45+00:00
langchain-ai/langchain,"streaming support for LLM, from huggingface",2023-04-14 22:32:37+00:00,2023-04-21 04:18:51+00:00
langchain-ai/langchain,MarkdownTextSplitter removes formatting and line breaks,2023-04-13 15:45:30+00:00,2023-10-18 16:09:02+00:00
langchain-ai/langchain,ValueError: Got unsupported early_stopping_method `generate`,2023-04-08 09:53:15+00:00,2024-02-15 16:12:10+00:00
langchain-ai/langchain,"Toolkits - Pandas Dataframe Agent failed to call ""python_repl_ast"" consistently",2023-04-01 01:14:39+00:00,2024-04-23 16:54:55+00:00
langchain-ai/langchain,"SearxSearchWrapper: ('Searx API returned an error: ', 'Too Many Requests')",2023-04-01 00:37:48+00:00,2023-08-11 16:31:54+00:00
langchain-ai/langchain,how to escape {} for the PromptTemplate,2023-03-23 04:16:24+00:00,2023-03-23 07:31:30+00:00
langchain-ai/langchain,Langchain with AWS Lambda,2023-03-01 15:04:23+00:00,2024-02-16 16:10:21+00:00
langchain-ai/langgraph,LANGCHAIN ACADEMY CERTIFICAT,2025-04-20 10:48:52+00:00,
langchain-ai/langgraph,LangGraph PostgresStore bug: index `fields` parameter ignored due to incorrect naming,2025-04-18 09:46:31+00:00,2025-04-18 16:34:32+00:00
langchain-ai/langgraph,The root layer is missing an `__init__.py` file,2025-04-17 19:03:28+00:00,2025-04-17 19:14:17+00:00
langchain-ai/langgraph,Pandas Dataframe not handled when checkpointer is used,2025-04-17 14:52:40+00:00,2025-04-17 17:02:46+00:00
langchain-ai/langgraph,SchemaCoercionMapper has incorrect deserialization behavior.,2025-04-17 11:51:53+00:00,
langchain-ai/langgraph,Orchestrator sends lengthy input to tool causing json.decoder.JSONDecodeError,2025-04-17 05:45:47+00:00,
langchain-ai/langgraph,"Inconsistent reducer behavior for Optional, nullable and regular data type",2025-04-16 22:12:21+00:00,2025-04-18 00:20:35+00:00
langchain-ai/langgraph,Raised exceptions in @task doesn't get caught,2025-04-16 14:51:31+00:00,
langchain-ai/langgraph,`INVALID_CHAT_HISTORY` exception,2025-04-16 05:49:53+00:00,2025-04-16 05:55:24+00:00
langchain-ai/langgraph,Mermaid.ink Timeout Error with Single-Character Node Names,2025-04-15 17:03:54+00:00,2025-04-15 17:04:45+00:00
langchain-ai/langgraph,"DOC: (subgraph.ipynb); HTTPSConnectionPool(host='mermaid.ink', port=443): Read timed out. (read timeout=10)?",2025-04-15 08:54:55+00:00,2025-04-15 12:26:32+00:00
langchain-ai/langgraph,react-ui: useStreamContext must be used within a LoadExternalComponent,2025-04-12 21:14:08+00:00,2025-04-18 11:40:11+00:00
langchain-ai/langgraph,"Packaging Error: langgraph-checkpoint-sqlite wheel installs code under incorrect 'Langgraph' folder, causing ModuleNotFoundError",2025-04-12 12:55:40+00:00,2025-04-12 14:25:41+00:00
langchain-ai/langgraph,`llama3.3` with `Chroma` `retriever_tool` hits `KeyError: 'tools'` when calling `.astream()`,2025-04-12 04:28:38+00:00,2025-04-12 15:19:45+00:00
langchain-ai/langgraph,Langgraph Studio re-run from here fails after langgraph dev auto reload,2025-04-11 20:52:16+00:00,
langchain-ai/langgraph,`langgraph.errors.GraphRecursionError` ReAct agent keeps calling the `save_memory` tool repeatedly!,2025-04-10 11:54:42+00:00,2025-04-10 12:25:54+00:00
langchain-ai/langgraph,run_id and other config parameters are not persisted when calling an agent,2025-04-10 11:45:05+00:00,
langchain-ai/langgraph,ReAct agent `astream` created with `create_react_agent` always retrieve ONLY the last message in the provided message list.,2025-04-10 11:07:11+00:00,2025-04-10 12:27:35+00:00
langchain-ai/langgraph,I keep getting `AsyncConnectionPool` RuntimeWarning,2025-04-10 08:25:24+00:00,2025-04-10 12:56:40+00:00
langchain-ai/langgraph,CompiledStateGraph.steam demo returns with None,2025-04-10 07:57:10+00:00,2025-04-12 14:29:18+00:00
langchain-ai/langgraph,`tools_condition` throws bogus exception,2025-04-10 07:40:31+00:00,
langchain-ai/langgraph,blockbuster causes blocking error via tiktoken in async context with latest langgraph-api,2025-04-09 11:23:14+00:00,2025-04-09 21:48:19+00:00
langchain-ai/langgraph,create_react_agent fails to resume after external update_state with ToolMessage (tried with astream/ainvoke),2025-04-09 10:59:39+00:00,2025-04-09 15:37:27+00:00
langchain-ai/langgraph,`CompiledGraph` with `AsyncPostgresSaver` used later in the application throws different kinds of exceptions!,2025-04-09 04:29:11+00:00,2025-04-10 08:21:04+00:00
langchain-ai/langgraph,TypeError when using pydantic-based state with generic fields like `list[str]`,2025-04-08 12:52:19+00:00,
langchain-ai/langgraph,`PostgresSaver` checkpointer hits `RuntimeError: cannot join current thread` in `setup()`,2025-04-08 05:54:11+00:00,2025-04-09 13:27:09+00:00
langchain-ai/langgraph,`PostgresSaver` checkpointer throws `NotImplementedError` exception!,2025-04-08 05:37:10+00:00,2025-04-08 13:13:11+00:00
langchain-ai/langgraph,Pydantic graph state no longer deserializes UUIDs correctly,2025-04-06 16:24:33+00:00,2025-04-09 22:58:12+00:00
langchain-ai/langgraph,Node has been removed from the graph.,2025-04-06 01:24:34+00:00,
langchain-ai/langgraph,State not properly shared between parent graph and react_agent subgraph,2025-04-05 18:12:17+00:00,2025-04-07 15:48:12+00:00
langchain-ai/langgraph,UUID objects in metadata are not JSON serializable,2025-04-05 16:23:29+00:00,
langchain-ai/langgraph,### Summary  Trying to import from `langgraph.graph` fails due to missing internal dependency,2025-04-05 15:19:12+00:00,2025-04-11 19:03:07+00:00
langchain-ai/langgraph,langgraph-api doesn't support dict format for graph specification,2025-04-05 11:13:45+00:00,
langchain-ai/langgraph,400 error raises randomly when using tool calling agents with Anthropic Thinking,2025-04-04 19:19:27+00:00,2025-04-05 12:54:24+00:00
langchain-ai/langgraph,Human in the loop: Validating human input - while loop example repeated based on number of invocation,2025-04-04 08:21:09+00:00,2025-04-07 10:53:50+00:00
langchain-ai/langgraph,"`msgpack` is not thread-safe, which can causing corrupt checkpoints",2025-04-03 22:57:36+00:00,2025-04-04 18:03:19+00:00
langchain-ai/langgraph,Setting LangGraph run_id in config does not appear to be picked up properly by LangSmith and different ID is used in the dashboard.,2025-04-03 19:55:49+00:00,2025-04-03 20:29:08+00:00
langchain-ai/langgraph,DOC(langgraph_adaptive_rag.ipynb): the example code has logic false,2025-04-03 07:23:00+00:00,
langchain-ai/langgraph,Functional API breaks mypy with Never type,2025-04-02 13:46:47+00:00,
langchain-ai/langgraph,Chat Completion could not continue from the prefix if tool calling is involved,2025-04-02 11:17:05+00:00,2025-04-02 13:36:50+00:00
langchain-ai/langgraph,creating ChatGoogleGenerativeAI raises blockbuster.BlockingError,2025-04-02 05:48:19+00:00,2025-04-11 19:16:57+00:00
langchain-ai/langgraph,ImportError: cannot import name 'LATEST_VERSION' from 'langgraph.checkpoint.base' in LangChain Academy notebook,2025-04-02 02:59:19+00:00,2025-04-02 04:03:56+00:00
langchain-ai/langgraph,astream does not return subgraph output and llm tokens like stream,2025-04-02 02:49:55+00:00,2025-04-02 07:48:00+00:00
langchain-ai/langgraph,The LangGraph streaming example fails with 'Error in ConsoleCallbackHandler.on_llm_new_token',2025-04-02 01:10:23+00:00,
langchain-ai/langgraph,"langgraph_api's validation.py cannot find ""openapi.json""",2025-04-01 17:26:41+00:00,2025-04-01 18:57:08+00:00
langchain-ai/langgraph,Tools returning a `Command` are missing from messages-streaming,2025-04-01 16:19:46+00:00,2025-04-14 21:22:30+00:00
langchain-ai/langgraph,`ValueError: Channel names configurable are reserved`,2025-04-01 10:33:17+00:00,2025-04-01 12:55:46+00:00
